#cachesize,recordcount,fieldcount,operationcount,threads,binding,workload,integrity,distribution,operation,value
300000,3000000,10,10000000,1,infinispan-pcj,workloadd_run,true,default,init,6.1881344E8
300000,3000000,10,10000000,1,infinispan-pcj,workloadd_run,true,default,cleanup,2.231017472E9
300000,3000000,10,10000000,1,infinispan-pcj,workloadd_run,true,default,insert,451868.47080577497
300000,3000000,10,10000000,1,infinispan-pcj,workloadd_run,true,default,transaction,534440312831
300000,3000000,10,10000000,1,infinispan-pcj,workloadf_run,true,default,runtime,566023
300000,3000000,10,10000000,1,infinispan-pcj,workloadf_run,true,default,throughput,17667.12660086251
300000,3000000,10,10000000,1,infinispan-pcj,workloadf_run,true,default,total_gc_time_%,18.854534179706476
300000,3000000,10,10000000,1,infinispan-pcj,workloadf_run,true,default,read,9826.9641321
300000,3000000,10,10000000,1,infinispan-pcj,workloadf_run,true,default,init,6.53645824E8
300000,3000000,10,10000000,1,infinispan-pcj,workloadf_run,true,default,cleanup,1.463783424E9
300000,3000000,10,10000000,1,infinispan-pcj,workloadf_run,true,default,update,32368.347430046197
300000,3000000,10,10000000,1,infinispan-pcj,workloadf_run,true,default,transaction,563844481023
300000,3000000,10,10000000,1,infinispan,workloada_run,true,default,runtime,465713
300000,3000000,10,10000000,1,infinispan,workloada_run,true,default,throughput,21472.451917812043
300000,3000000,10,10000000,1,infinispan,workloada_run,true,default,total_gc_time_%,2.375282631148368
300000,3000000,10,10000000,1,infinispan,workloada_run,true,default,read,16909.72965556124
300000,3000000,10,10000000,1,infinispan,workloada_run,true,default,init,2.486075392E10
300000,3000000,10,10000000,1,infinispan,workloada_run,true,default,cleanup,1.38435072E8
300000,3000000,10,10000000,1,infinispan,workloada_run,true,default,update,68911.04742169243
300000,3000000,10,10000000,1,infinispan,workloada_run,true,default,transaction,440668258303
300000,3000000,10,10000000,1,infinispan,workloadb_run,true,default,runtime,225991
300000,3000000,10,10000000,1,infinispan,workloadb_run,true,default,throughput,44249.549760831185
300000,3000000,10,10000000,1,infinispan,workloadb_run,true,default,total_gc_time_%,2.7275422472576345
300000,3000000,10,10000000,1,infinispan,workloadb_run,true,default,read,16519.697533183065
300000,3000000,10,10000000,1,infinispan,workloadb_run,true,default,init,2.5287000064E10
300000,3000000,10,10000000,1,infinispan,workloadb_run,true,default,cleanup,1.5227136E8
300000,3000000,10,10000000,1,infinispan,workloadb_run,true,default,update,72873.889844681
300000,3000000,10,10000000,1,infinispan,workloadb_run,true,default,transaction,200500314111
300000,3000000,10,10000000,1,infinispan,workloadc_run,true,default,runtime,190416
300000,3000000,10,10000000,1,infinispan,workloadc_run,true,default,throughput,52516.59524409714
300000,3000000,10,10000000,1,infinispan,workloadc_run,true,default,total_gc_time_%,2.788106041509117
300000,3000000,10,10000000,1,infinispan,workloadc_run,true,default,read,15917.2157271
300000,3000000,10,10000000,1,infinispan,workloadc_run,true,default,init,2.4477499392E10
300000,3000000,10,10000000,1,infinispan,workloadc_run,true,default,cleanup,1.45679872E8
300000,3000000,10,10000000,1,infinispan,workloadc_run,true,default,transaction,165746311167
300000,3000000,10,10000000,1,infinispan,workloadd_run,true,default,runtime,136927
300000,3000000,10,10000000,1,infinispan,workloadd_run,true,default,throughput,73031.61538630073
300000,3000000,10,10000000,1,infinispan,workloadd_run,true,default,total_gc_time_%,3.7129273262395293
300000,3000000,10,10000000,1,infinispan,workloadd_run,true,default,read,7326.61445086328
300000,3000000,10,10000000,1,infinispan,workloadd_run,true,default,init,2.5288704E10
300000,3000000,10,10000000,1,infinispan,workloadd_run,true,default,cleanup,1.50980096E8
300000,3000000,10,10000000,1,infinispan,workloadd_run,true,default,insert,63459.61775355055
300000,3000000,10,10000000,1,infinispan,workloadd_run,true,default,transaction,111440560127
300000,3000000,10,10000000,1,infinispan,workloadf_run,true,default,runtime,472480
300000,3000000,10,10000000,1,infinispan,workloadf_run,true,default,throughput,21164.917033525227
300000,3000000,10,10000000,1,infinispan,workloadf_run,true,default,total_gc_time_%,2.4390450389434473
300000,3000000,10,10000000,1,infinispan,workloadf_run,true,default,read,16554.0258341
300000,3000000,10,10000000,1,infinispan,workloadf_run,true,default,init,2.43777536E10
300000,3000000,10,10000000,1,infinispan,workloadf_run,true,default,cleanup,1.43443456E8
300000,3000000,10,10000000,1,infinispan,workloadf_run,true,default,update,53858.79706852333
300000,3000000,10,10000000,1,infinispan,workloadf_run,true,default,transaction,447911821311
