#cachesize,recordcount,fieldcount,threads,value
1,3000000,10,1,27699.43390367647
1200000,3000000,10,1,17559.916551198767
1500000,3000000,10,1,15808.494097456378
1800000,3000000,10,1,12936.318320711394
2100000,3000000,10,1,9719.129293159538
2400000,3000000,10,1,9219.817019514157
2700000,3000000,10,1,5184.301831066353
3000000,3000000,10,1,2883.6483760221804
300000,3000000,10,1,23469.321994390502
600000,3000000,10,1,23953.792584236402
900000,3000000,10,1,25780.91350672684
