#cachesize,recordcount,fieldcount,threads,value
1,3000000,10,1,204288
1200000,3000000,10,1,228771
1500000,3000000,10,1,252017
1800000,3000000,10,1,257880
2100000,3000000,10,1,265483
2400000,3000000,10,1,263558
2700000,3000000,10,1,273823
3000000,3000000,10,1,288818
300000,3000000,10,1,202715
600000,3000000,10,1,212916
900000,3000000,10,1,248007
