#cachesize,recordcount,fieldcount,threads,value
1,3000000,10,1,15685.620472995317
1200000,3000000,10,1,16960.88193515842
1500000,3000000,10,1,15897.87218077169
1800000,3000000,10,1,19955.62236695574
2100000,3000000,10,1,15445.460277851093
2400000,3000000,10,1,20718.11338956816
2700000,3000000,10,1,19534.974062601632
3000000,3000000,10,1,15622.960741602416
300000,3000000,10,1,16536.63059289075
600000,3000000,10,1,24398.99724183635
900000,3000000,10,1,16774.75594349803
