#cachesize,recordcount,fieldcount,threads,value
1,3000000,10,1,6.442450944E9
1200000,3000000,10,1,6.442450944E9
1500000,3000000,10,1,6.442450944E9
1800000,3000000,10,1,6.442450944E9
2100000,3000000,10,1,6.442450944E9
2400000,3000000,10,1,6.442450944E9
2700000,3000000,10,1,6.442450944E9
3000000,3000000,10,1,6.442450944E9
300000,3000000,10,1,6.442450944E9
600000,3000000,10,1,6.442450944E9
900000,3000000,10,1,6.442450944E9
