#cachesize,recordcount,fieldcount,threads,value
1,3000000,10,1,6740.544442919265
1200000,3000000,10,1,12928.649291496964
1500000,3000000,10,1,13363.96454945548
1800000,3000000,10,1,18240.19573221679
2100000,3000000,10,1,12715.4892417326
2400000,3000000,10,1,11556.480400807537
2700000,3000000,10,1,12327.395927365102
3000000,3000000,10,1,10578.723854707783
300000,3000000,10,1,13878.173086803286
600000,3000000,10,1,12292.546905564823
900000,3000000,10,1,12077.715577425968
