#cachesize,recordcount,fieldcount,threads,value
1,3000000,10,1,10662.869247096216
1200000,3000000,10,1,7903.678493497774
1500000,3000000,10,1,6994.597608881298
1800000,3000000,10,1,6981.231196550739
2100000,3000000,10,1,7246.588962062591
2400000,3000000,10,1,7268.1185229041075
2700000,3000000,10,1,6855.608393399241
3000000,3000000,10,1,7177.732776212224
300000,3000000,10,1,8046.421916814563
600000,3000000,10,1,8428.61299029591
900000,3000000,10,1,7523.379852673567
