#cachesize,recordcount,fieldcount,threads,value
1,3000000,10,1,44353.76563470239
1200000,3000000,10,1,41259.79920231055
1500000,3000000,10,1,40049.66158035964
1800000,3000000,10,1,40955.07228570258
2100000,3000000,10,1,42353.7384233115
2400000,3000000,10,1,40875.27590811238
2700000,3000000,10,1,42162.66355599905
3000000,3000000,10,1,43105.92562790965
300000,3000000,10,1,45033.549994746085
600000,3000000,10,1,37897.92824658919
900000,3000000,10,1,40826.32481424022
