#cachesize,recordcount,fieldcount,operationcount,threads,binding,workload,integrity,distribution,operation,value
1,1000000,10,1000000,20,infinispan-jnvm,insertw_run,true,zipfian,init,1.64672512E9
1,1000000,10,1000000,20,infinispan-jnvm,insertw_run,true,zipfian,cleanup,1.036736408E8
1,1000000,10,1000000,20,infinispan-jnvm,insertw_run,true,zipfian,insert,111334.19257
1,1000000,10,1000000,20,infinispan-jnvm,insertw_run,true,zipfian,transaction,15479930879
1,1000000,10,1000000,24,infinispan-jnvm,insertw_run,true,zipfian,runtime,18246
1,1000000,10,1000000,24,infinispan-jnvm,insertw_run,true,zipfian,throughput,54806.5329387263
1,1000000,10,1000000,24,infinispan-jnvm,insertw_run,true,zipfian,total_gc_time_%,9.930943768497205
1,1000000,10,1000000,24,infinispan-jnvm,insertw_run,true,zipfian,init,1.6356990293333333E9
1,1000000,10,1000000,24,infinispan-jnvm,insertw_run,true,zipfian,cleanup,2.18072396E8
1,1000000,10,1000000,24,infinispan-jnvm,insertw_run,true,zipfian,insert,139688.762631
1,1000000,10,1000000,24,infinispan-jnvm,insertw_run,true,zipfian,transaction,16468279295
1,1000000,10,1000000,28,infinispan-jnvm,insertw_run,true,zipfian,runtime,18413
1,1000000,10,1000000,28,infinispan-jnvm,insertw_run,true,zipfian,throughput,54309.45527616358
1,1000000,10,1000000,28,infinispan-jnvm,insertw_run,true,zipfian,total_gc_time_%,8.99364579373269
1,1000000,10,1000000,28,infinispan-jnvm,insertw_run,true,zipfian,init,1.650187702857143E9
1,1000000,10,1000000,28,infinispan-jnvm,insertw_run,true,zipfian,cleanup,2.4292061714285713E8
1,1000000,10,1000000,28,infinispan-jnvm,insertw_run,true,zipfian,insert,164457.238696
1,1000000,10,1000000,28,infinispan-jnvm,insertw_run,true,zipfian,transaction,16449798143
1,1000000,10,1000000,2,infinispan-jnvm,insertw_run,true,zipfian,runtime,20569
1,1000000,10,1000000,2,infinispan-jnvm,insertw_run,true,zipfian,throughput,48616.8506004181
1,1000000,10,1000000,2,infinispan-jnvm,insertw_run,true,zipfian,total_gc_time_%,8.624629296514172
1,1000000,10,1000000,2,infinispan-jnvm,insertw_run,true,zipfian,init,1.66060032E9
1,1000000,10,1000000,2,infinispan-jnvm,insertw_run,true,zipfian,cleanup,3.3061752E7
1,1000000,10,1000000,2,infinispan-jnvm,insertw_run,true,zipfian,insert,12241.115194
1,1000000,10,1000000,2,infinispan-jnvm,insertw_run,true,zipfian,transaction,18842255359
1,1000000,10,1000000,32,infinispan-jnvm,insertw_run,true,zipfian,runtime,18400
1,1000000,10,1000000,32,infinispan-jnvm,insertw_run,true,zipfian,throughput,54347.82608695652
1,1000000,10,1000000,32,infinispan-jnvm,insertw_run,true,zipfian,total_gc_time_%,8.168478260869565
1,1000000,10,1000000,32,infinispan-jnvm,insertw_run,true,zipfian,init,1.597592576E9
1,1000000,10,1000000,32,infinispan-jnvm,insertw_run,true,zipfian,cleanup,1.70322907E8
1,1000000,10,1000000,32,infinispan-jnvm,insertw_run,true,zipfian,insert,227762.817886
1,1000000,10,1000000,32,infinispan-jnvm,insertw_run,true,zipfian,transaction,16623468543
1,1000000,10,1000000,36,infinispan-jnvm,insertw_run,true,zipfian,runtime,19153
1,1000000,10,1000000,36,infinispan-jnvm,insertw_run,true,zipfian,throughput,52211.141857672425
1,1000000,10,1000000,36,infinispan-jnvm,insertw_run,true,zipfian,total_gc_time_%,8.452983866757165
1,1000000,10,1000000,36,infinispan-jnvm,insertw_run,true,zipfian,init,1.6724923733333333E9
1,1000000,10,1000000,36,infinispan-jnvm,insertw_run,true,zipfian,cleanup,1.0994468266666667E8
1,1000000,10,1000000,36,infinispan-jnvm,insertw_run,true,zipfian,insert,253452.845611
1,1000000,10,1000000,36,infinispan-jnvm,insertw_run,true,zipfian,transaction,17238327295
1,1000000,10,1000000,40,infinispan-jnvm,insertw_run,true,zipfian,runtime,19648
1,1000000,10,1000000,40,infinispan-jnvm,insertw_run,true,zipfian,throughput,50895.765472312705
1,1000000,10,1000000,40,infinispan-jnvm,insertw_run,true,zipfian,total_gc_time_%,8.988192182410423
1,1000000,10,1000000,40,infinispan-jnvm,insertw_run,true,zipfian,init,1.6951515136E9
1,1000000,10,1000000,40,infinispan-jnvm,insertw_run,true,zipfian,cleanup,7.08353972E7
1,1000000,10,1000000,40,infinispan-jnvm,insertw_run,true,zipfian,insert,287118.907931
1,1000000,10,1000000,40,infinispan-jnvm,insertw_run,true,zipfian,transaction,17761435647
1,1000000,10,1000000,4,infinispan-jnvm,insertw_run,true,zipfian,runtime,17975
1,1000000,10,1000000,4,infinispan-jnvm,insertw_run,true,zipfian,throughput,55632.823365785815
1,1000000,10,1000000,4,infinispan-jnvm,insertw_run,true,zipfian,total_gc_time_%,10.047287899860919
1,1000000,10,1000000,4,infinispan-jnvm,insertw_run,true,zipfian,init,1.670127616E9
1,1000000,10,1000000,4,infinispan-jnvm,insertw_run,true,zipfian,cleanup,4.5920044E7
1,1000000,10,1000000,4,infinispan-jnvm,insertw_run,true,zipfian,insert,23644.991754
1,1000000,10,1000000,4,infinispan-jnvm,insertw_run,true,zipfian,transaction,16243294207
1,1000000,10,1000000,8,infinispan-jnvm,insertw_run,true,zipfian,runtime,16091
1,1000000,10,1000000,8,infinispan-jnvm,insertw_run,true,zipfian,throughput,62146.54154496302
1,1000000,10,1000000,8,infinispan-jnvm,insertw_run,true,zipfian,total_gc_time_%,10.78863961220558
1,1000000,10,1000000,8,infinispan-jnvm,insertw_run,true,zipfian,init,1.659239424E9
1,1000000,10,1000000,8,infinispan-jnvm,insertw_run,true,zipfian,cleanup,6.532323E7
1,1000000,10,1000000,8,infinispan-jnvm,insertw_run,true,zipfian,insert,43866.215543
1,1000000,10,1000000,8,infinispan-jnvm,insertw_run,true,zipfian,transaction,14321713151
1,1000000,10,1000000,12,infinispan-jnvm,updatew_run,true,zipfian,runtime,8133
1,1000000,10,1000000,12,infinispan-jnvm,updatew_run,true,zipfian,throughput,122955.85884667405
1,1000000,10,1000000,12,infinispan-jnvm,updatew_run,true,zipfian,total_gc_time_%,33.345628919218
1,1000000,10,1000000,12,infinispan-jnvm,updatew_run,true,zipfian,init,5.851660288E9
1,1000000,10,1000000,12,infinispan-jnvm,updatew_run,true,zipfian,cleanup,7.663208666666667E7
1,1000000,10,1000000,12,infinispan-jnvm,updatew_run,true,zipfian,update,14410.608388
1,1000000,10,1000000,12,infinispan-jnvm,updatew_run,true,zipfian,transaction,2154151935
1,1000000,10,1000000,16,infinispan-jnvm,updatew_run,true,zipfian,runtime,8394
1,1000000,10,1000000,16,infinispan-jnvm,updatew_run,true,zipfian,throughput,119132.71384322135
1,1000000,10,1000000,16,infinispan-jnvm,updatew_run,true,zipfian,total_gc_time_%,35.34667619728377
1,1000000,10,1000000,16,infinispan-jnvm,updatew_run,true,zipfian,init,6.108360704E9
1,1000000,10,1000000,16,infinispan-jnvm,updatew_run,true,zipfian,cleanup,3.4208885E7
1,1000000,10,1000000,16,infinispan-jnvm,updatew_run,true,zipfian,update,21244.965356
1,1000000,10,1000000,16,infinispan-jnvm,updatew_run,true,zipfian,transaction,2133409791
1,1000000,10,30000000,1,infinispan-jnvm,updatew_run,true,zipfian,runtime,173837
1,1000000,10,30000000,1,infinispan-jnvm,updatew_run,true,zipfian,throughput,172575.45861928127
1,1000000,10,30000000,1,infinispan-jnvm,updatew_run,true,zipfian,total_gc_time_%,22.90939213170959
1,1000000,10,30000000,1,infinispan-jnvm,updatew_run,true,zipfian,init,5.771542528E9
1,1000000,10,30000000,1,infinispan-jnvm,updatew_run,true,zipfian,cleanup,8965600.0
1,1000000,10,30000000,1,infinispan-jnvm,updatew_run,true,zipfian,update,2746.4003032333335
1,1000000,10,30000000,1,infinispan-jnvm,updatew_run,true,zipfian,transaction,167997603839
1,1000000,10,1000000,20,infinispan-jnvm,updatew_run,true,zipfian,runtime,8629
1,1000000,10,1000000,20,infinispan-jnvm,updatew_run,true,zipfian,throughput,115888.28369451848
1,1000000,10,1000000,20,infinispan-jnvm,updatew_run,true,zipfian,total_gc_time_%,33.80461235369104
1,1000000,10,1000000,20,infinispan-jnvm,updatew_run,true,zipfian,init,6.05888512E9
1,1000000,10,1000000,20,infinispan-jnvm,updatew_run,true,zipfian,cleanup,2.48998088E7
1,1000000,10,1000000,20,infinispan-jnvm,updatew_run,true,zipfian,update,33640.762221
1,1000000,10,1000000,20,infinispan-jnvm,updatew_run,true,zipfian,transaction,2399600639
1,1000000,10,1000000,24,infinispan-jnvm,updatew_run,true,zipfian,runtime,8446
1,1000000,10,1000000,24,infinispan-jnvm,updatew_run,true,zipfian,throughput,118399.24224484964
1,1000000,10,1000000,24,infinispan-jnvm,updatew_run,true,zipfian,total_gc_time_%,34.13450153919015
1,1000000,10,1000000,24,infinispan-jnvm,updatew_run,true,zipfian,init,6.027169792E9
1,1000000,10,1000000,24,infinispan-jnvm,updatew_run,true,zipfian,cleanup,2.9241829333333332E7
1,1000000,10,1000000,24,infinispan-jnvm,updatew_run,true,zipfian,update,38898.577172
1,1000000,10,1000000,24,infinispan-jnvm,updatew_run,true,zipfian,transaction,2275704831
1,1000000,10,1000000,28,infinispan-jnvm,updatew_run,true,zipfian,runtime,8375
1,1000000,10,1000000,28,infinispan-jnvm,updatew_run,true,zipfian,throughput,119402.98507462686
1,1000000,10,1000000,28,infinispan-jnvm,updatew_run,true,zipfian,total_gc_time_%,33.33731343283582
1,1000000,10,1000000,28,infinispan-jnvm,updatew_run,true,zipfian,init,5.857512886857142E9
1,1000000,10,1000000,28,infinispan-jnvm,updatew_run,true,zipfian,cleanup,4.404168685714286E7
1,1000000,10,1000000,28,infinispan-jnvm,updatew_run,true,zipfian,update,49642.33901
1,1000000,10,1000000,28,infinispan-jnvm,updatew_run,true,zipfian,transaction,2378547199
1,1000000,10,1000000,2,infinispan-jnvm,updatew_run,true,zipfian,runtime,10206
1,1000000,10,1000000,2,infinispan-jnvm,updatew_run,true,zipfian,throughput,97981.57946306095
1,1000000,10,1000000,2,infinispan-jnvm,updatew_run,true,zipfian,total_gc_time_%,28.80658436213992
1,1000000,10,1000000,2,infinispan-jnvm,updatew_run,true,zipfian,init,5.90594048E9
1,1000000,10,1000000,2,infinispan-jnvm,updatew_run,true,zipfian,cleanup,9435384.0
1,1000000,10,1000000,2,infinispan-jnvm,updatew_run,true,zipfian,update,5051.548115
1,1000000,10,1000000,2,infinispan-jnvm,updatew_run,true,zipfian,transaction,4230021119
1,1000000,10,1000000,32,infinispan-jnvm,updatew_run,true,zipfian,runtime,8917
1,1000000,10,1000000,32,infinispan-jnvm,updatew_run,true,zipfian,throughput,112145.340361108
1,1000000,10,1000000,32,infinispan-jnvm,updatew_run,true,zipfian,total_gc_time_%,36.5593809577212
1,1000000,10,1000000,32,infinispan-jnvm,updatew_run,true,zipfian,init,5.970136064E9
1,1000000,10,1000000,32,infinispan-jnvm,updatew_run,true,zipfian,cleanup,4.37446659E8
1,1000000,10,1000000,32,infinispan-jnvm,updatew_run,true,zipfian,update,50148.26318
1,1000000,10,1000000,32,infinispan-jnvm,updatew_run,true,zipfian,transaction,2664366079
1,1000000,10,1000000,36,infinispan-jnvm,updatew_run,true,zipfian,runtime,8351
1,1000000,10,1000000,36,infinispan-jnvm,updatew_run,true,zipfian,throughput,119746.13818704347
1,1000000,10,1000000,36,infinispan-jnvm,updatew_run,true,zipfian,total_gc_time_%,32.93018800143695
1,1000000,10,1000000,36,infinispan-jnvm,updatew_run,true,zipfian,init,5.820500650666667E9
1,1000000,10,1000000,36,infinispan-jnvm,updatew_run,true,zipfian,cleanup,2.7279091555555556E7
1,1000000,10,1000000,36,infinispan-jnvm,updatew_run,true,zipfian,update,60697.299874
1,1000000,10,1000000,36,infinispan-jnvm,updatew_run,true,zipfian,transaction,2393718783
1,1000000,10,1000000,40,infinispan-jnvm,updatew_run,true,zipfian,runtime,8771
1,1000000,10,1000000,40,infinispan-jnvm,updatew_run,true,zipfian,throughput,114012.08528103979
1,1000000,10,1000000,40,infinispan-jnvm,updatew_run,true,zipfian,total_gc_time_%,33.97560141374986
1,1000000,10,1000000,40,infinispan-jnvm,updatew_run,true,zipfian,init,5.980196864E9
1,1000000,10,1000000,40,infinispan-jnvm,updatew_run,true,zipfian,cleanup,1.433779592E8
1,1000000,10,1000000,40,infinispan-jnvm,updatew_run,true,zipfian,update,75891.456391
1,1000000,10,1000000,40,infinispan-jnvm,updatew_run,true,zipfian,transaction,2568306687
1,1000000,10,1000000,4,infinispan-jnvm,updatew_run,true,zipfian,runtime,9070
1,1000000,10,1000000,4,infinispan-jnvm,updatew_run,true,zipfian,throughput,110253.58324145534
1,1000000,10,1000000,4,infinispan-jnvm,updatew_run,true,zipfian,total_gc_time_%,31.2348401323043
1,1000000,10,1000000,4,infinispan-jnvm,updatew_run,true,zipfian,init,5.890727936E9
1,1000000,10,1000000,4,infinispan-jnvm,updatew_run,true,zipfian,cleanup,2.5092212E7
1,1000000,10,1000000,4,infinispan-jnvm,updatew_run,true,zipfian,update,6493.705168
1,1000000,10,1000000,4,infinispan-jnvm,updatew_run,true,zipfian,transaction,3091202047
1,1000000,10,1000000,8,infinispan-jnvm,updatew_run,true,zipfian,runtime,8397
1,1000000,10,1000000,8,infinispan-jnvm,updatew_run,true,zipfian,throughput,119090.15124449208
1,1000000,10,1000000,8,infinispan-jnvm,updatew_run,true,zipfian,total_gc_time_%,33.904966059306894
1,1000000,10,1000000,8,infinispan-jnvm,updatew_run,true,zipfian,init,5.911764992E9
1,1000000,10,1000000,8,infinispan-jnvm,updatew_run,true,zipfian,cleanup,4.7718534E7
1,1000000,10,1000000,8,infinispan-jnvm,updatew_run,true,zipfian,update,9463.51183
1,1000000,10,1000000,8,infinispan-jnvm,updatew_run,true,zipfian,transaction,2408742911
1,1000000,10,1000000,12,infinispan-jnvm,workloada_run,true,zipfian,runtime,7557
1,1000000,10,1000000,12,infinispan-jnvm,workloada_run,true,zipfian,throughput,132327.64324467382
1,1000000,10,1000000,12,infinispan-jnvm,workloada_run,true,zipfian,total_gc_time_%,32.512901945216356
1,1000000,10,1000000,12,infinispan-jnvm,workloada_run,true,zipfian,read,11673.764468819645
1,1000000,10,1000000,12,infinispan-jnvm,workloada_run,true,zipfian,init,5.838359210666667E9
1,1000000,10,1000000,12,infinispan-jnvm,workloada_run,true,zipfian,cleanup,4.8620846666666664E7
1,1000000,10,1000000,12,infinispan-jnvm,workloada_run,true,zipfian,update,13709.66951347665
1,1000000,10,1000000,12,infinispan-jnvm,workloada_run,true,zipfian,transaction,1606713343
1,1000000,10,1000000,16,infinispan-jnvm,workloada_run,true,zipfian,runtime,7622
1,1000000,10,1000000,16,infinispan-jnvm,workloada_run,true,zipfian,throughput,131199.16032537393
1,1000000,10,1000000,16,infinispan-jnvm,workloada_run,true,zipfian,total_gc_time_%,31.8945158750984
1,1000000,10,1000000,16,infinispan-jnvm,workloada_run,true,zipfian,read,12694.503402381968
1,1000000,10,1000000,16,infinispan-jnvm,workloada_run,true,zipfian,init,6.101260288E9
1,1000000,10,1000000,16,infinispan-jnvm,workloada_run,true,zipfian,cleanup,3.9821532E7
1,1000000,10,1000000,16,infinispan-jnvm,workloada_run,true,zipfian,update,16639.628461309458
1,1000000,10,1000000,16,infinispan-jnvm,workloada_run,true,zipfian,transaction,1374527487
1,1000000,10,30000000,1,infinispan-jnvm,workloada_run,true,zipfian,runtime,127825
1,1000000,10,30000000,1,infinispan-jnvm,workloada_run,true,zipfian,throughput,234695.87326422843
1,1000000,10,30000000,1,infinispan-jnvm,workloada_run,true,zipfian,total_gc_time_%,20.880109524740856
1,1000000,10,30000000,1,infinispan-jnvm,workloada_run,true,zipfian,read,1866.749477637917
1,1000000,10,30000000,1,infinispan-jnvm,workloada_run,true,zipfian,init,5.852250112E9
1,1000000,10,30000000,1,infinispan-jnvm,workloada_run,true,zipfian,cleanup,8549088.0
1,1000000,10,30000000,1,infinispan-jnvm,workloada_run,true,zipfian,update,2524.556310414074
1,1000000,10,30000000,1,infinispan-jnvm,workloada_run,true,zipfian,transaction,121906397183
1,1000000,10,1000000,20,infinispan-jnvm,workloada_run,true,zipfian,runtime,7715
1,1000000,10,1000000,20,infinispan-jnvm,workloada_run,true,zipfian,throughput,129617.62799740765
1,1000000,10,1000000,20,infinispan-jnvm,workloada_run,true,zipfian,total_gc_time_%,31.39338950097213
1,1000000,10,1000000,20,infinispan-jnvm,workloada_run,true,zipfian,read,17378.549163407755
1,1000000,10,1000000,20,infinispan-jnvm,workloada_run,true,zipfian,init,5.9458961408E9
1,1000000,10,1000000,20,infinispan-jnvm,workloada_run,true,zipfian,cleanup,4.0404688E7
1,1000000,10,1000000,20,infinispan-jnvm,workloada_run,true,zipfian,update,26420.92821527012
1,1000000,10,1000000,20,infinispan-jnvm,workloada_run,true,zipfian,transaction,1606787071
1,1000000,10,1000000,24,infinispan-jnvm,workloada_run,true,zipfian,runtime,7531
1,1000000,10,1000000,24,infinispan-jnvm,workloada_run,true,zipfian,throughput,132784.4907714779
1,1000000,10,1000000,24,infinispan-jnvm,workloada_run,true,zipfian,total_gc_time_%,30.0624087106626
1,1000000,10,1000000,24,infinispan-jnvm,workloada_run,true,zipfian,read,26674.424888110334
1,1000000,10,1000000,24,infinispan-jnvm,workloada_run,true,zipfian,init,5.824651264E9
