2047,19623.0
4095,3908941.0
8191,2.0366422E7
16383,4474580.0
32767,1010601.0
65535,1.247179E7
131071,7611215.0
262143,129461.0
524287,4705.0
1048575,666.0
2097151,225.0
4194303,79.0
8388607,40.0
16777215,25.0
33554431,15.0
67108863,3.0
134217727,217.0
268435455,1431.0
536870911,130.0
1073741823,32.0
2147483647,44.0
