2047,929.0
4095,3491297.0
8191,2.103447E7
16383,4486149.0
32767,872912.0
65535,1.5140405E7
131071,4861875.0
262143,107916.0
524287,4568.0
1048575,2435.0
2097151,484.0
4194303,82.0
8388607,49.0
16777215,20.0
33554431,18.0
67108863,11.0
134217727,148.0
268435455,1450.0
536870911,197.0
1073741823,40.0
2147483647,36.0
