#cachesize,recordcount,fieldcount,fieldlength,operationcount,threads,binding,workload,integrity,distribution,readonly,preload,memory,oop,filesystem,heapsize,hinitoccper,n_run,operation,value
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r3,insert_lat,66431.548072
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r3,update_ops,17995338
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r3,update_lat,7603.3151307855405
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,runtime,62551
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,throughput,591517.3218653579
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,total_gc_time_%,26.6086873111541
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,load,14673641471
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,used_mem_mb_min,66
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,used_mem_mb_max,6020
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,main_gc_count,87
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,main_gc_time_ms,14710
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,transaction,46050836479
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,load_gc_time_ms,1917
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,read_ops,17991039
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,read_lat,9708.55629622058
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,init,1631584255
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,load_gc_count,25
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,cleanup,450738175
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,insert_ops,1000000
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,insert_lat,68554.041669
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,update_ops,18008961
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,update_lat,12009.337222508284
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r5,runtime,52429
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r5,throughput,705716.3020465773
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r5,total_gc_time_%,30.135993438745736
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r5,load,14581497855
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r5,used_mem_mb_min,64
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r5,used_mem_mb_max,5468
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r5,main_gc_count,90
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r5,main_gc_time_ms,13955
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r5,transaction,36043489279
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r5,load_gc_time_ms,1826
