#cachesize,recordcount,fieldcount,threads,value
1000000,10000000,10,1,17748.316278950726
100000,1000000,10,1,9253.531496842219
10000,100000,10,1,8050.978243420895
1000,10000,10,1,7320.813728214776
200000,2000000,10,1,10475.045752889571
500000,5000000,10,1,14112.942509534252
