#cachesize,recordcount,fieldcount,threads,value
1000000,10000000,10,1,4.02653184E8
100000,1000000,10,1,5.0331648E7
10000,100000,10,1,2.5165824E7
1000,10000,10,1,1.2582912E7
200000,2000000,10,1,1.00663296E8
500000,5000000,10,1,4.02653184E8
