#cachesize,recordcount,fieldcount,threads,value
1000000,10000000,10,1,21.57885457584327
100000,1000000,10,1,5.720179828261698
10000,100000,10,1,1.3964712150177065
1000,10000,10,1,0.6721586703654449
200000,2000000,10,1,10.030872828555129
500000,5000000,10,1,17.24727280400059
