#cachesize,recordcount,fieldcount,threads,value
1,10000000,10,1,38997.14930838556
1,1000000,10,1,48542.11837804602
1,100000,10,1,52374.30167597765
1,10000,10,1,56610.182284786955
1,2000000,10,1,44332.791488104034
1,5000000,10,1,44865.18013369824
