#cachesize,recordcount,fieldcount,threads,value
1,10000000,10,1,18219.89316447718
1,1000000,10,1,14925.003042258028
1,100000,10,1,14099.114670978935
1,10000,10,1,11307.137943906348
1,2000000,10,1,14884.904837060529
1,5000000,10,1,14471.62673041297
