#cachesize,recordcount,fieldcount,threads,value
1,10000000,10,1,30927.38867686446
1,1000000,10,1,36648.383195494695
1,100000,10,1,37603.409375783405
1,10000,10,1,39695.14131470308
1,2000000,10,1,35361.92934686517
1,5000000,10,1,35017.43868446486
