#cachesize,recordcount,fieldcount,threads,value
1,10000000,10,1,14599.0040064
1,1000000,10,1,13834.72128
1,100000,10,1,12564.15744
1,10000,10,1,11463.472128
1,2000000,10,1,14378.655744
1,5000000,10,1,13944.8404992
