#cachesize,recordcount,fieldcount,threads,value
1000000,10000000,10,1,79567.39099082506
100000,1000000,10,1,82533.27848270335
10000,100000,10,1,81240.07233966106
1000,10000,10,1,83555.58097473791
200000,2000000,10,1,78465.88336852482
500000,5000000,10,1,82218.96825058768
