#cachesize,recordcount,fieldcount,threads,value
1000000,10000000,10,1,84752.6236958724
100000,1000000,10,1,76839.71990788444
10000,100000,10,1,79048.88845746653
1000,10000,10,1,82523.06708840752
200000,2000000,10,1,79806.92538459078
500000,5000000,10,1,80931.84851703682
