#cachesize,recordcount,fieldcount,threads,value
1000000,10000000,10,1,13229.718180543317
100000,1000000,10,1,14301.445876178082
10000,100000,10,1,11730.205278592375
1000,10000,10,1,5086.46998982706
200000,2000000,10,1,13379.447830188048
500000,5000000,10,1,13611.553486599425
