#cachesize,recordcount,fieldcount,threads,value
1000000,10000000,10,1,9.885642316047385
100000,1000000,10,1,2.6586387883815057
10000,100000,10,1,4.527859237536657
1000,10000,10,1,6.154628687690742
200000,2000000,10,1,10.385796378183471
500000,5000000,10,1,9.015476336314263
