#cachesize,recordcount,fieldcount,threads,value
1000000,10000000,10,1,25191.479030067647
100000,1000000,10,1,27717.57775098812
10000,100000,10,1,25730.946201865
1000,10000,10,1,26270.304886168018
200000,2000000,10,1,25916.19223257452
500000,5000000,10,1,24412.684087195226
