#cachesize,recordcount,fieldcount,threads,value
1,10000000,10,1,10538.243242918723
1,1000000,10,1,10571.127908790255
1,100000,10,1,10331.145049984048
1,10000,10,1,8677.711606421311
1,2000000,10,1,11833.000731809729
1,5000000,10,1,10542.045021529375
