#cachesize,recordcount,fieldcount,threads,value
1000000,10000000,10,1,62620.6359552
100000,1000000,10,1,55783.538688
10000,100000,10,1,65501.92128
1000,10000,10,1,120904.0896
200000,2000000,10,1,55341.907968
500000,5000000,10,1,58134.7835904
