#cachesize,recordcount,fieldcount,threads,value
1000000,10000000,10,1,1.03079215104E11
100000,1000000,10,1,1.2884901888E10
10000,100000,10,1,1.610612736E9
1000,10000,10,1,1.610612736E9
200000,2000000,10,1,2.5769803776E10
500000,5000000,10,1,5.1539607552E10
