#cachesize,recordcount,fieldcount,threads,value
1,10000000,10,1,7494.486528
1,1000000,10,1,8575.263744
1,100000,10,1,19880.57088
1,10000,10,1,33792.0
1,2000000,10,1,8931.789312
1,5000000,10,1,8861.2122624
