#cachesize,recordcount,fieldcount,threads,value
1,10000000,10,1,26.22281085323467
1,1000000,10,1,24.067562682790573
1,100000,10,1,26.8836291913215
1,10000,10,1,23.89905987135082
1,2000000,10,1,31.979867321337867
1,5000000,10,1,22.276083120250657
