#cachesize,recordcount,fieldcount,threads,value
1,10000000,10,1,30670.51888383848
1,1000000,10,1,36863.64139049655
1,100000,10,1,37930.99088391852
1,10000,10,1,41385.58953772297
1,2000000,10,1,36096.304941584145
1,5000000,10,1,35420.2972471345
