#cachesize,recordcount,fieldcount,threads,value
1000000,10000000,10,1,22682.629188914547
100000,1000000,10,1,31730.250563211946
10000,100000,10,1,35146.502337242404
1000,10000,10,1,34285.32245345767
200000,2000000,10,1,26709.163914138942
500000,5000000,10,1,22866.5508094759
